timestamp_s,window_duration_s,device_major,device_minor,read_count,write_count,avg_read_speed_mbps,avg_write_speed_mbps,read_lba_variance,write_lba_variance,min_write_entropy,max_write_entropy,avg_write_entropy,write_entropy_count,total_event_count,label
136532.007,10.0,8,16,14270,14190,5.57,5.54,1.31e+09,1.32e+09,0.738,3.568,2.416,14190,28460,0
136533.007,10.0,8,16,14491,14388,5.66,5.62,1.35e+09,1.35e+09,0.738,3.568,2.415,14388,28879,1
136534.008,10.0,8,16,14432,14349,5.64,5.61,1.33e+09,1.33e+09,0.722,3.568,2.417,14349,28781,1
136535.476,10.0,8,16,12355,12709,4.83,4.96,9.72e+08,1.04e+09,0.722,3.568,2.418,12709,25064,1
136536.476,10.0,8,16,12321,12765,4.81,4.99,1.17e+09,1.26e+09,0.722,3.568,2.419,12765,25086,1
136537.477,10.0,8,16,12245,12769,4.78,4.99,1.37e+09,1.41e+09,0.722,3.568,2.420,12769,25014,0
136538.477,10.0,8,16,12184,12714,4.76,4.97,1.50e+09,1.48e+09,0.722,3.568,2.422,12714,24898,1
136539.477,10.0,8,16,12218,12753,4.77,4.98,1.57e+09,1.52e+09,0.722,3.568,2.420,12753,24971,0
136540.478,10.0,8,16,12294,12845,4.80,5.02,1.57e+09,1.51e+09,0.722,3.568,2.420,12845,25139,1
136541.478,10.0,8,16,12327,12858,4.82,5.02,1.48e+09,1.43e+09,0.722,3.568,2.414,12858,25185,1
136542.479,10.0,8,16,11596,12804,4.53,5.00,1.22e+09,1.28e+09,0.722,3.568,2.415,12804,24400,0
136544.162,10.0,8,16,9309,10705,3.64,4.18,5.75e+08,6.65e+08,0.738,3.568,2.417,10705,20014,0
136545.162,10.0,8,16,10834,12123,4.23,4.74,1.14e+09,1.17e+09,0.738,3.568,2.412,12123,22957,1
136546.163,10.0,8,16,11523,12726,4.50,4.97,1.54e+09,1.50e+09,0.738,3.568,2.407,12726,24249,1
136547.163,10.0,8,16,11669,12786,4.56,4.99,1.79e+09,1.65e+09,0.738,3.568,2.407,12786,24455,1
136548.163,10.0,8,16,11849,13050,4.63,5.10,1.91e+09,1.76e+09,0.738,3.568,2.405,13050,24899,0
136549.164,10.0,8,16,12007,13198,4.69,5.16,1.88e+09,1.77e+09,0.738,3.568,2.406,13198,25205,1
136550.164,10.0,8,16,12065,13250,4.71,5.18,1.69e+09,1.67e+09,0.738,3.568,2.404,13250,25315,0
136551.164,10.0,8,16,12196,13278,4.76,5.19,1.37e+09,1.47e+09,0.722,3.568,2.410,13278,25474,1
136552.165,10.0,8,16,12581,13457,4.91,5.26,1.05e+09,1.24e+09,0.722,3.568,2.411,13457,26038,1
136553.165,10.0,8,16,14124,14119,5.52,5.52,1.29e+09,1.15e+09,0.722,3.568,2.411,14119,28243,0
136554.165,10.0,8,16,15619,15587,6.10,6.09,1.54e+09,1.41e+09,0.722,3.568,2.413,15587,31206,0
136555.165,10.0,8,16,15493,15375,6.05,6.01,1.40e+09,1.40e+09,0.722,3.568,2.416,15375,30868,1
136556.165,10.0,8,16,15293,15175,5.97,5.93,1.39e+09,1.40e+09,0.722,4.101,2.412,15175,30468,1
136557.165,10.0,8,16,15152,15037,5.92,5.87,1.39e+09,1.40e+09,0.722,4.101,2.413,15037,30189,0
136558.165,10.0,8,16,15031,14832,5.87,5.79,1.40e+09,1.40e+09,0.722,4.101,2.414,14832,29863,0
136559.165,10.0,8,16,14822,14729,5.79,5.75,1.39e+09,1.40e+09,0.722,4.101,2.413,14729,29551,0
136560.166,10.0,8,16,14639,14643,5.72,5.72,1.39e+09,1.41e+09,0.722,4.101,2.415,14643,29282,1
136561.166,10.0,8,16,14386,14493,5.62,5.66,1.38e+09,1.39e+09,0.738,4.101,2.416,14493,28879,1
136562.166,10.0,8,16,14151,14483,5.53,5.66,1.36e+09,1.39e+09,0.738,4.101,2.421,14483,28634,0
136563.166,10.0,8,16,14007,14426,5.47,5.64,1.38e+09,1.39e+09,0.738,4.101,2.425,14426,28433,1
136564.166,10.0,8,16,13974,14490,5.46,5.66,1.41e+09,1.40e+09,0.738,4.101,2.427,14490,28464,1
136565.166,10.0,8,16,14011,14636,5.47,5.72,1.45e+09,1.43e+09,0.738,4.101,2.431,14636,28647,0
136566.167,10.0,8,16,13961,14817,5.45,5.79,1.48e+09,1.46e+09,0.738,4.101,2.440,14817,28778,1
136567.167,10.0,8,16,14016,14966,5.47,5.85,1.52e+09,1.49e+09,0.738,4.101,2.442,14966,28982,1
136568.177,10.0,8,16,13949,14985,5.45,5.85,1.52e+09,1.50e+09,0.738,4.101,2.446,14985,28934,0
136569.177,10.0,8,16,13482,14619,5.27,5.71,1.42e+09,1.42e+09,0.738,4.548,2.447,14619,28101,0
136570.177,10.0,8,16,13524,14674,5.28,5.73,1.43e+09,1.41e+09,0.738,4.548,2.449,14674,28198,1
136571.178,10.0,8,16,13675,14832,5.34,5.79,1.45e+09,1.43e+09,0.738,4.548,2.454,14832,28507,0
136572.178,10.0,8,16,13242,14961,5.17,5.84,1.35e+09,1.45e+09,0.738,4.548,2.456,14961,28203,0
136573.178,10.0,8,16,11844,15705,4.63,6.13,1.07e+09,1.61e+09,0.738,4.548,2.441,15705,27549,1
136574.178,10.0,8,16,10381,14630,4.06,5.71,8.25e+08,1.40e+09,0.738,4.548,2.440,14630,25011,1
136575.179,10.0,8,16,8941,15179,3.49,5.93,6.09e+08,1.81e+09,0.738,4.548,2.432,15179,24120,0
136576.179,10.0,8,16,7568,15639,2.96,6.11,4.37e+08,2.10e+09,0.738,4.548,2.434,15639,23207,1
136577.180,10.0,8,16,6106,16095,2.39,6.29,2.85e+08,2.29e+09,0.738,4.563,2.458,16095,22201,0
