read_count,write_count,avg_read_speed_mbps,avg_write_speed_mbps,read_lba_variance,write_lba_variance,min_write_entropy,max_write_entropy,avg_write_entropy,label
2636,3391,5.15,6.62,1.21e+08,8.43e+07,0.887,3.089,2.001,1
2994,3945,5.85,7.71,4.78e+07,8.30e+07,0.887,3.089,1.938,0
3229,4001,6.31,7.81,5.56e+07,8.54e+07,1.077,2.976,1.943,0
3245,4230,6.34,8.26,5.62e+07,9.55e+07,0.887,2.976,1.948,1
2620,3676,5.12,7.18,3.66e+07,7.21e+07,0.887,2.976,1.963,0
2398,3288,4.68,6.42,3.07e+07,5.77e+07,1.120,3.697,1.966,1
2555,3298,4.99,6.44,3.48e+07,5.80e+07,1.051,3.697,1.965,0
2410,3174,4.71,6.20,3.10e+07,5.37e+07,1.039,3.089,1.980,1
2311,3180,4.51,6.21,2.85e+07,5.39e+07,1.039,3.697,1.971,0
2343,2960,4.58,5.78,2.93e+07,4.67e+07,0.813,3.697,1.964,1
2194,2614,4.29,5.11,2.57e+07,3.65e+07,0.813,3.697,1.968,0
1671,2548,3.26,4.98,3.42e+07,4.84e+07,1.051,3.987,2.015,0
2016,3220,3.94,6.29,4.61e+07,7.20e+07,1.151,3.987,2.026,1
2874,3715,5.61,7.26,4.41e+07,7.36e+07,1.120,3.697,1.982,1
3186,3893,6.22,7.60,5.42e+07,8.08e+07,1.120,3.697,1.964,1
3449,4074,6.74,7.96,6.35e+07,8.85e+07,1.151,3.697,1.965,1
3427,4114,6.69,8.04,6.27e+07,9.03e+07,1.120,3.697,1.957,1
3383,4068,6.61,7.95,6.11e+07,8.83e+07,1.120,3.697,1.960,0
2979,4261,5.82,8.32,4.73e+07,9.69e+07,1.151,3.697,1.969,0
1198,2889,2.34,5.64,7.66e+06,9.90e+07,1.151,3.697,1.984,0
1898,2581,3.71,5.04,1.16e+08,1.45e+08,1.051,3.697,2.056,0
3682,4007,7.19,7.83,1.56e+08,8.60e+07,1.051,3.697,2.025,1
3430,4214,6.70,8.23,6.28e+07,9.47e+07,1.151,3.697,1.984,0
3321,4253,6.49,8.31,5.88e+07,9.65e+07,1.151,3.697,1.989,0
3324,4229,6.49,8.26,5.89e+07,9.54e+07,1.120,3.697,1.977,0
3448,4212,6.73,8.23,6.34e+07,9.46e+07,1.120,3.697,1.972,0
3446,4239,6.73,8.28,6.34e+07,9.59e+07,0.938,3.697,1.969,1
3356,4227,6.55,8.26,6.01e+07,9.53e+07,0.938,3.697,1.969,1
2171,4091,4.24,7.99,2.76e+07,1.04e+08,1.151,3.697,2.006,0
1502,3597,2.93,7.03,1.23e+08,1.16e+08,1.051,3.599,2.051,0
2865,3662,5.60,7.15,1.02e+08,9.32e+07,1.051,3.697,2.020,0
3516,4093,6.87,7.99,6.60e+07,8.94e+07,1.343,3.697,1.967,0
3370,4195,6.58,8.19,6.06e+07,9.39e+07,1.120,3.697,1.959,0
3529,4393,6.89,8.58,6.64e+07,1.03e+08,1.051,3.089,1.963,1
2697,4036,5.27,7.88,3.88e+07,8.69e+07,1.051,3.697,1.973,1
2006,3551,3.92,6.94,8.71e+07,1.04e+08,1.077,3.697,2.012,0
1328,3976,2.59,7.77,5.70e+07,1.03e+08,1.275,3.697,2.003,0
1236,3819,2.41,7.46,1.58e+08,1.48e+08,1.232,3.697,2.034,0
1779,3604,3.47,7.04,1.39e+08,9.58e+07,1.151,2.976,2.050,0
1352,2693,2.64,5.26,1.15e+08,1.24e+08,1.151,2.976,1.988,1
2381,2706,4.65,5.29,1.62e+08,1.08e+08,1.051,3.697,1.990,0
3443,4107,6.72,8.02,6.32e+07,9.00e+07,1.051,3.697,1.979,0
3544,4160,6.92,8.12,6.70e+07,9.23e+07,1.051,3.697,1.983,0
3628,4261,7.09,8.32,7.02e+07,9.69e+07,1.151,3.697,1.997,0
1848,4474,3.61,8.74,1.82e+07,1.07e+08,1.232,3.697,1.987,0
1061,4029,2.07,7.87,1.75e+08,1.24e+08,1.000,3.089,2.003,0
2669,4025,5.21,7.86,1.64e+08,1.04e+08,1.000,3.089,2.030,0
3273,4228,6.39,8.26,5.72e+07,9.54e+07,1.000,3.599,2.012,0
2341,3952,4.57,7.72,2.92e+07,8.57e+07,1.000,3.697,1.999,1
2732,4181,5.34,8.17,1.14e+08,1.22e+08,1.120,3.697,2.035,1
3050,4429,5.96,8.65,8.79e+07,1.05e+08,0.969,3.697,2.021,0
1054,3391,2.06,6.62,5.93e+06,1.13e+08,0.969,3.697,1.991,0
2053,3193,4.01,6.24,1.49e+08,1.17e+08,1.120,3.599,2.038,0
3977,4362,7.77,8.52,1.88e+08,1.02e+08,1.120,3.599,2.022,0
3803,4586,7.43,8.96,7.72e+07,1.12e+08,1.120,2.976,1.991,1
3816,4542,7.45,8.87,7.77e+07,1.10e+08,1.151,3.089,1.995,0
3504,4489,6.84,8.77,6.55e+07,1.07e+08,1.039,3.089,1.996,0
3494,4497,6.82,8.78,6.51e+07,1.08e+08,1.039,3.089,1.987,1
3613,4411,7.06,8.62,6.96e+07,1.04e+08,1.039,3.697,1.988,1
3423,4351,6.69,8.50,6.25e+07,1.01e+08,1.051,3.697,1.985,0
3667,4463,7.16,8.72,7.17e+07,1.06e+08,1.051,3.089,1.987,0
3715,4498,7.26,8.79,7.36e+07,1.08e+08,1.151,2.976,1.994,0
1822,4591,3.56,8.97,1.79e+07,1.12e+08,1.151,2.976,1.984,1
2271,4615,4.44,9.01,9.31e+07,1.14e+08,1.151,2.976,1.977,0
4040,4426,7.89,8.64,1.44e+08,1.05e+08,1.151,2.976,1.984,1
3501,4362,6.84,8.52,6.54e+07,1.02e+08,1.039,3.089,1.992,1
3491,4444,6.82,8.68,6.50e+07,1.05e+08,1.039,3.697,2.004,0
3331,4464,6.51,8.72,5.92e+07,1.06e+08,1.151,3.697,2.000,0
3013,4397,5.88,8.59,4.84e+07,1.03e+08,1.151,3.697,1.990,0
2765,4481,5.40,8.75,4.08e+07,1.07e+08,1.151,3.697,1.997,1
1938,4498,3.79,8.79,2.00e+07,1.08e+08,1.151,3.697,1.993,1
1696,3313,3.31,6.47,1.08e+08,1.27e+08,1.082,3.697,2.029,0
2263,3376,4.42,6.59,1.16e+08,9.69e+07,1.082,3.697,2.022,0
1218,3366,2.38,6.57,7.92e+06,9.94e+07,1.151,3.795,1.990,0
1819,2900,3.55,5.66,1.31e+08,1.14e+08,0.969,3.795,2.028,1
3607,3987,7.04,7.79,1.63e+08,8.49e+07,0.969,3.697,2.015,1
3341,4210,6.53,8.22,5.95e+07,9.46e+07,1.151,3.697,1.991,0
3172,4036,6.20,7.88,5.37e+07,8.69e+07,1.151,3.697,1.978,0
3285,4115,6.42,8.04,5.76e+07,9.03e+07,1.039,3.697,1.969,0
3343,4376,6.53,8.55,5.96e+07,1.02e+08,1.039,3.089,1.967,0
3340,4369,6.52,8.53,5.95e+07,1.02e+08,1.039,2.976,1.980,1
3099,4044,6.05,7.90,5.12e+07,8.72e+07,0.887,3.089,1.982,1
3089,4142,6.03,8.09,5.09e+07,9.15e+07,0.887,3.697,1.979,1
3514,4369,6.86,8.53,6.59e+07,1.02e+08,1.151,3.697,1.982,1
1945,4366,3.80,8.53,2.02e+07,1.03e+08,1.151,3.697,1.980,0
778,2920,1.52,5.70,1.75e+08,1.23e+08,1.051,3.891,1.993,0
2383,2907,4.65,5.68,2.01e+08,1.04e+08,1.051,3.891,1.976,0
2162,4027,4.22,7.87,2.49e+07,9.49e+07,1.051,2.976,1.975,0
2528,3994,4.94,7.80,1.02e+08,1.26e+08,1.151,3.219,2.038,0
3834,4269,7.49,8.34,1.18e+08,9.73e+07,1.151,3.219,2.012,0
2857,4275,5.58,8.35,4.35e+07,9.75e+07,1.120,3.697,1.963,0
1663,3432,3.25,6.70,5.63e+07,1.18e+08,1.120,3.697,2.022,1
2236,3423,4.37,6.69,1.02e+08,9.95e+07,0.969,3.697,2.039,0
2724,4245,5.32,8.29,8.00e+07,1.03e+08,0.969,3.905,2.082,0
2306,3968,4.50,7.75,5.66e+07,8.96e+07,1.151,3.905,2.077,1
1774,4078,3.46,7.96,1.68e+07,8.87e+07,1.051,3.697,1.981,0
961,3550,1.88,6.93,1.13e+07,1.03e+08,1.051,3.180,2.029,1
1892,3618,3.70,7.07,1.64e+08,1.20e+08,1.082,3.697,2.034,1
3176,4566,6.20,8.92,5.38e+07,1.11e+08,1.082,3.697,1.993,1
2721,4520,5.31,8.83,3.95e+07,1.09e+08,1.151,3.697,1.992,0
2258,4086,4.41,7.98,1.06e+08,1.15e+08,1.232,3.697,1.991,1
2946,3930,5.75,7.68,9.45e+07,9.35e+07,1.051,3.697,1.991,1
3569,4315,6.97,8.43,6.80e+07,9.93e+07,1.051,3.697,1.985,1
3713,4444,7.25,8.68,7.35e+07,1.05e+08,1.120,2.976,1.988,0
2724,4413,5.32,8.62,3.96e+07,1.04e+08,1.151,2.976,1.989,1
871,3430,1.70,6.70,4.05e+06,9.70e+07,1.151,3.180,2.002,1
1850,3119,3.61,6.09,1.83e+08,1.16e+08,1.082,3.180,2.081,0
3645,3986,7.12,7.79,2.05e+08,8.62e+07,1.039,3.697,2.044,0
3557,4191,6.95,8.19,6.75e+07,9.37e+07,1.039,3.697,1.984,0
2739,4234,5.35,8.27,4.00e+07,9.72e+07,1.120,3.697,1.979,1
928,2479,1.81,4.84,4.60e+06,4.48e+07,1.232,3.697,1.982,1
1784,2086,3.48,4.07,2.04e+08,1.44e+08,1.151,3.697,2.051,1
3524,3900,6.88,7.62,2.12e+08,1.02e+08,0.996,3.697,2.011,0
2378,4194,4.64,8.19,3.02e+07,9.45e+07,0.996,3.697,1.975,0
1298,2803,2.54,5.47,1.13e+08,1.21e+08,1.120,3.281,2.015,0
2352,2850,4.59,5.57,1.51e+08,1.07e+08,0.996,3.697,2.003,0
2587,4248,5.05,8.30,3.57e+07,9.63e+07,0.996,3.697,1.970,1
1432,3355,2.80,6.55,5.21e+07,1.12e+08,1.077,3.905,2.007,1
1682,3305,3.29,6.46,1.15e+08,1.07e+08,1.082,3.905,2.027,1
1145,3498,2.24,6.83,7.37e+06,9.82e+07,1.082,3.924,2.021,1
1544,3285,3.02,6.42,1.57e+08,1.20e+08,1.108,3.924,2.072,1
3200,3891,6.25,7.60,1.69e+08,8.40e+07,1.057,3.891,2.033,1
1807,4245,3.53,8.29,1.74e+07,9.61e+07,1.057,3.697,1.977,1
150,4253,0.29,8.31,1.21e+05,1.06e+08,1.200,3.955,2.048,0
0,2895,0.00,5.65,0.00e+00,1.08e+08,1.706,3.955,2.093,0
543,2922,1.06,5.71,4.49e+08,1.11e+08,1.405,3.905,2.009,1
543,2940,1.06,5.74,4.49e+08,9.37e+07,1.405,3.599,2.013,1
1542,3028,3.01,5.91,1.91e+08,1.12e+08,1.051,3.697,2.035,1
2070,3132,4.04,6.12,2.21e+08,1.21e+08,1.051,3.905,2.041,1
2194,3085,4.29,6.03,1.07e+08,1.26e+08,1.120,3.905,2.060,0
3274,4161,6.39,8.13,5.72e+07,9.24e+07,1.120,3.795,2.007,0
2389,2945,4.67,5.75,3.80e+07,1.01e+08,1.120,3.697,1.978,0
2056,3120,4.02,6.09,5.40e+07,1.29e+08,0.988,3.281,2.032,0
2217,3595,4.33,7.02,1.39e+08,1.34e+08,0.938,3.281,2.021,0
2773,3504,5.42,6.84,1.14e+08,9.86e+07,0.938,3.250,1.991,1
3611,4344,7.05,8.48,6.96e+07,1.01e+08,1.100,3.697,1.969,0
3394,4382,6.63,8.56,6.15e+07,1.02e+08,1.151,3.697,1.963,0
2723,4409,5.32,8.61,3.96e+07,1.04e+08,1.100,3.697,1.973,0
1109,3797,2.17,7.42,6.57e+06,1.03e+08,1.100,3.697,2.006,1
709,2407,1.38,4.70,3.04e+08,1.47e+08,1.100,3.219,2.060,0
2176,3126,4.25,6.11,2.71e+08,1.01e+08,1.039,3.697,2.007,0
2983,4386,5.83,8.57,4.75e+07,1.03e+08,1.039,3.697,1.975,0
2127,3280,4.15,6.41,5.10e+07,1.01e+08,1.039,3.795,2.007,1
2335,3407,4.56,6.65,9.22e+07,1.28e+08,1.051,3.891,2.029,1
2282,4467,4.46,8.72,2.78e+07,1.06e+08,1.051,3.891,1.988,0
478,2537,0.93,4.96,1.22e+06,4.33e+07,1.082,3.697,1.977,1
2038,2424,3.98,4.73,2.53e+08,1.20e+08,1.113,3.912,1.987,0
3776,4290,7.38,8.38,2.62e+08,9.84e+07,1.113,3.912,1.975,0
2293,4302,4.48,8.40,2.81e+07,1.02e+08,1.120,3.697,1.935,1
1911,3966,3.73,7.75,9.68e+07,1.70e+08,0.825,3.697,1.921,1
2946,3944,5.75,7.70,1.14e+08,9.84e+07,0.825,3.697,1.980,1
1591,3704,3.11,7.23,2.10e+07,1.00e+08,1.120,3.697,2.002,1
1019,3687,1.99,7.20,7.35e+07,1.16e+08,1.151,3.599,2.013,1
1560,3764,3.05,7.35,1.07e+08,1.67e+08,1.051,3.599,2.025,0
1447,2600,2.83,5.08,1.55e+08,1.31e+08,1.051,2.976,2.046,1
2520,2860,4.92,5.59,8.64e+07,5.27e+07,1.100,3.697,2.024,0
3233,4124,6.31,8.05,5.58e+07,9.07e+07,1.100,3.697,2.004,0
2401,4299,4.69,8.40,3.08e+07,9.88e+07,1.051,3.697,1.993,0
782,2503,1.53,4.89,3.27e+06,5.04e+07,1.051,3.089,1.970,0
671,2369,1.31,4.63,2.17e+08,1.41e+08,1.232,3.697,2.005,0
1580,3623,3.09,7.08,4.32e+08,1.11e+08,1.232,3.697,2.051,1
2789,3714,5.45,7.25,1.36e+08,1.10e+08,1.082,3.697,2.077,1
2951,4261,5.76,8.32,4.65e+07,9.69e+07,1.039,3.697,2.013,1
2086,3863,4.07,7.54,1.04e+08,1.22e+08,1.039,3.697,2.022,0
1884,3969,3.68,7.75,8.19e+07,1.04e+08,1.082,3.697,2.026,1
2129,4258,4.16,8.32,8.12e+07,1.19e+08,1.181,3.697,1.987,0
2393,3728,4.67,7.28,1.37e+08,1.28e+08,1.181,3.697,2.012,1
2272,3913,4.44,7.64,6.87e+07,1.04e+08,1.120,3.697,2.011,1
2167,3803,4.23,7.43,1.00e+08,1.19e+08,1.120,3.697,2.051,1
2834,3790,5.54,7.40,9.63e+07,9.72e+07,1.151,3.697,2.049,0
3470,4411,6.78,8.62,6.42e+07,1.04e+08,1.051,3.697,1.991,1
2404,3553,4.70,6.94,5.85e+07,1.53e+08,1.051,3.697,1.997,0
2463,3465,4.81,6.77,6.54e+07,1.18e+08,0.969,3.697,1.991,0
3433,4378,6.71,8.55,6.29e+07,1.02e+08,0.969,3.697,2.006,0
3425,4424,6.69,8.64,6.26e+07,1.04e+08,1.082,3.697,2.001,1
3519,4338,6.87,8.47,6.61e+07,1.00e+08,1.051,3.697,1.968,0
3552,4327,6.94,8.45,6.73e+07,9.99e+07,1.051,3.697,1.964,0
3492,4340,6.82,8.48,6.51e+07,1.00e+08,1.120,3.697,1.965,0
3575,4335,6.98,8.47,6.82e+07,1.00e+08,1.077,3.697,1.959,0
3574,4319,6.98,8.44,6.81e+07,9.95e+07,1.039,3.697,1.957,1
3437,4259,6.71,8.32,6.30e+07,9.68e+07,1.039,3.697,1.957,0
3398,4282,6.64,8.36,6.16e+07,9.78e+07,1.008,3.697,1.947,1
3512,4338,6.86,8.47,6.58e+07,1.00e+08,1.008,3.697,1.951,0
2989,4489,5.84,8.77,4.77e+07,1.07e+08,1.120,3.697,1.972,1
1669,3675,3.26,7.18,3.37e+07,1.33e+08,1.200,3.219,1.986,1
900,2438,1.76,4.76,8.40e+07,1.22e+08,1.337,3.219,1.975,1
2170,3225,4.24,6.30,1.14e+08,1.19e+08,1.120,3.697,1.981,1
3469,4352,6.78,8.50,6.42e+07,1.01e+08,1.120,3.697,1.991,0
3418,4340,6.68,8.48,6.23e+07,1.00e+08,1.039,3.697,1.973,1
3587,4311,7.01,8.42,6.86e+07,9.91e+07,1.039,3.697,1.975,0
3651,4350,7.13,8.50,7.11e+07,1.01e+08,1.051,3.697,1.968,0
3001,4570,5.86,8.93,4.80e+07,1.11e+08,1.051,3.697,1.962,0
2057,3369,4.02,6.58,9.03e+07,1.61e+08,1.151,3.697,1.989,1
2648,3150,5.17,6.15,1.06e+08,1.24e+08,1.151,3.697,2.002,0
2370,4360,4.63,8.52,3.00e+07,1.01e+08,1.120,3.697,1.984,0
1414,3295,2.76,6.44,1.39e+08,1.37e+08,1.120,3.697,2.055,1
2685,3264,5.24,6.38,1.40e+08,9.43e+07,1.082,3.697,2.044,1
3679,4370,7.19,8.54,7.22e+07,1.02e+08,1.082,3.697,1.980,0
3494,4310,6.82,8.42,6.51e+07,9.91e+07,1.039,3.697,1.982,0
3322,3681,6.49,7.19,6.22e+07,1.27e+08,1.039,3.697,1.966,1
3286,3538,6.42,6.91,5.91e+07,9.18e+07,1.051,3.697,1.967,1
3270,4146,6.39,8.10,5.70e+07,9.17e+07,1.051,3.697,1.972,1
3241,4390,6.33,8.57,5.60e+07,1.03e+08,1.100,3.697,1.987,1
3344,4468,6.53,8.73,5.97e+07,1.06e+08,1.120,3.697,1.995,0
1902,4250,3.71,8.30,1.93e+07,9.89e+07,1.232,3.697,1.993,1
1591,3846,3.11,7.51,1.42e+08,1.34e+08,1.051,3.697,2.037,1
3270,3999,6.39,7.81,1.47e+08,8.95e+07,1.051,3.697,2.021,1
3581,4305,6.99,8.41,6.84e+07,9.89e+07,1.200,3.697,1.979,0
3581,4316,6.99,8.43,6.84e+07,9.94e+07,1.151,3.697,1.993,0
3405,4335,6.65,8.47,6.19e+07,1.00e+08,1.151,3.697,1.985,1
3176,4295,6.20,8.39,5.38e+07,9.84e+07,1.008,3.697,1.972,0
3264,4297,6.38,8.39,5.68e+07,9.85e+07,1.008,3.697,1.967,1
2194,4321,4.29,8.44,2.57e+07,1.01e+08,1.039,3.697,1.976,1
1085,2870,2.12,5.61,8.81e+07,1.05e+08,1.120,3.987,2.001,0
2023,2460,3.95,4.80,1.49e+08,8.46e+07,1.120,3.987,2.032,0
3113,3897,6.08,7.61,5.17e+07,8.10e+07,1.120,3.697,2.002,0
2721,3745,5.31,7.31,3.99e+07,9.35e+07,1.120,3.697,1.977,0
1641,3334,3.21,6.51,4.92e+07,8.76e+07,1.151,3.891,2.021,1
2110,3780,4.12,7.38,8.75e+07,1.02e+08,1.151,3.891,2.035,0
3051,4210,5.96,8.22,4.97e+07,9.46e+07,1.051,3.697,1.977,1
3290,4304,6.43,8.41,5.77e+07,9.88e+07,1.051,3.697,1.973,0
3508,4096,6.85,8.00,6.57e+07,8.95e+07,1.051,3.697,1.987,1
3392,3956,6.62,7.73,6.14e+07,8.35e+07,1.051,3.697,1.984,0
2278,3947,4.45,7.71,4.66e+07,9.21e+07,1.120,3.697,1.985,1
2361,4097,4.61,8.00,8.63e+07,1.15e+08,1.120,3.219,1.993,1
3409,4235,6.66,8.27,6.20e+07,9.57e+07,1.120,3.089,1.987,1
3397,4189,6.63,8.18,6.16e+07,9.36e+07,1.120,3.697,1.970,0
3391,4163,6.62,8.13,6.13e+07,9.25e+07,1.151,3.697,1.966,1
3365,4109,6.57,8.03,6.04e+07,9.01e+07,1.039,3.697,1.967,1
3131,4166,6.12,8.14,5.23e+07,9.26e+07,1.039,3.697,1.976,0
1439,2953,2.81,5.77,1.11e+07,1.08e+08,1.151,3.697,2.003,1
2070,2880,4.04,5.62,1.03e+08,1.35e+08,0.969,3.697,2.033,0
3220,4126,6.29,8.06,1.27e+08,9.08e+07,0.969,3.697,2.002,0
2373,3971,4.63,7.76,9.68e+07,1.06e+08,1.039,3.697,2.032,0
1223,3501,2.39,6.84,5.31e+07,8.67e+07,1.355,3.281,2.047,1
1830,3460,3.57,6.76,1.21e+08,1.52e+08,1.232,2.998,2.047,0
3519,3948,6.87,7.71,1.56e+08,8.45e+07,1.151,3.697,2.025,0
3213,4175,6.28,8.15,5.51e+07,9.30e+07,1.151,3.697,1.976,1
2536,3901,4.95,7.62,7.84e+07,1.05e+08,0.887,3.219,2.020,0
2663,3827,5.20,7.47,7.06e+07,8.92e+07,0.887,3.697,2.024,0
3325,4057,6.49,7.92,5.90e+07,8.78e+07,1.039,3.697,1.983,0
3020,3441,5.90,6.72,5.61e+07,1.06e+08,1.039,3.905,2.008,1
2637,3018,5.15,5.89,4.93e+07,7.91e+07,1.082,3.905,2.009,1
2621,3424,5.12,6.69,3.67e+07,6.25e+07,1.082,3.697,1.966,0
2333,3544,4.56,6.92,2.90e+07,6.70e+07,1.100,3.697,1.975,1
1608,3261,3.14,6.37,3.00e+07,8.20e+07,1.120,3.795,2.007,1
607,2521,1.19,4.92,2.20e+07,6.25e+07,1.181,3.795,2.032,1
1004,2311,1.96,4.51,1.04e+08,9.14e+07,1.151,3.238,2.070,0
1818,3008,3.55,5.88,1.07e+08,5.29e+07,1.151,2.976,2.024,0
814,3319,1.59,6.48,3.54e+06,7.52e+07,1.151,2.976,1.963,1
1072,3600,2.09,7.03,1.07e+08,9.47e+07,1.232,2.976,1.991,0
1904,3337,3.72,6.52,2.05e+08,1.04e+08,1.232,2.976,2.035,0
2238,3223,4.37,6.29,9.43e+07,8.26e+07,1.151,2.976,2.024,1
3035,3821,5.93,7.46,4.91e+07,7.79e+07,1.151,2.976,1.992,1
3285,3949,6.42,7.71,5.76e+07,8.32e+07,1.151,2.976,1.993,1
3154,3907,6.16,7.63,5.31e+07,8.14e+07,1.051,2.976,1.977,1
2903,3734,5.67,7.29,4.50e+07,7.44e+07,1.051,2.976,1.978,0
1882,3462,3.68,6.76,1.89e+07,6.39e+07,1.151,2.976,1.988,0
1469,2802,2.87,5.47,7.53e+07,1.10e+08,1.151,3.697,2.015,1
1152,3267,2.25,6.38,6.64e+07,9.11e+07,1.151,3.697,2.015,1
811,2865,1.58,5.60,1.14e+08,8.45e+07,1.232,3.860,2.014,1
1157,2529,2.26,4.94,1.39e+08,6.23e+07,1.232,3.860,2.025,0
501,3048,0.98,5.95,1.34e+06,8.16e+07,1.232,3.987,2.023,1
1590,3036,3.11,5.93,1.62e+08,1.21e+08,1.008,3.987,2.057,0
3261,3783,6.37,7.39,1.75e+08,7.82e+07,1.008,3.599,2.025,1
1882,4154,3.68,8.11,1.89e+07,9.21e+07,1.232,2.976,1.987,1
211,2900,0.41,5.66,2.39e+05,9.26e+07,1.232,2.976,1.991,0
1937,2554,3.78,4.99,1.89e+08,9.24e+07,1.151,3.697,2.051,1
3237,3496,6.32,6.83,1.97e+08,6.52e+07,1.120,3.697,2.012,0
2743,3553,5.36,6.94,4.01e+07,6.73e+07,1.120,3.697,1.970,1
2745,3294,5.36,6.43,4.02e+07,5.79e+07,1.051,3.697,1.978,1
2465,3119,4.81,6.09,3.24e+07,5.19e+07,1.051,3.697,1.998,0
1205,3648,2.35,7.12,7.75e+06,7.10e+07,1.120,2.976,1.996,1
884,3232,1.73,6.31,7.94e+07,8.80e+07,1.120,3.089,2.031,0
1628,2349,3.18,4.59,8.67e+07,4.79e+07,0.969,3.697,2.049,1
1848,2676,3.61,5.23,1.82e+07,3.82e+07,0.969,3.697,1.976,1
1952,3073,3.81,6.00,2.03e+07,5.04e+07,1.120,3.697,1.984,1
2098,3326,4.10,6.50,2.35e+07,5.90e+07,1.120,3.697,1.974,1
1341,3361,2.62,6.56,9.60e+06,6.93e+07,0.895,3.697,1.978,0
1278,2830,2.50,5.53,3.68e+07,8.93e+07,0.895,3.055,2.060,1
1143,1958,2.23,3.82,3.17e+07,3.08e+07,1.120,3.055,2.099,0
1302,2230,2.54,4.36,3.02e+07,4.80e+07,1.039,3.697,1.990,0
2066,3525,4.04,6.88,4.41e+07,6.72e+07,1.039,3.697,2.007,0
2015,3844,3.94,7.51,4.44e+07,9.11e+07,1.151,3.697,2.079,0
2175,3918,4.25,7.65,4.04e+07,8.68e+07,1.151,3.697,2.052,1
1602,3574,3.13,6.98,3.13e+07,9.18e+07,1.232,3.860,2.032,0
1141,3584,2.23,7.00,3.03e+07,8.91e+07,1.151,3.860,2.048,1
898,3271,1.75,6.39,1.32e+07,9.39e+07,1.151,3.219,2.013,0
1230,3215,2.40,6.28,8.43e+07,8.99e+07,1.449,3.219,2.026,1
1303,3361,2.54,6.56,2.48e+07,9.09e+07,1.449,3.219,2.031,1
560,3236,1.09,6.32,3.30e+07,8.41e+07,1.449,3.599,2.008,1
1436,3704,2.80,7.23,5.75e+07,9.32e+07,1.497,3.599,2.013,1
2603,3723,5.08,7.27,7.69e+07,7.49e+07,1.100,3.089,2.002,1
2140,3371,4.18,6.58,2.44e+07,6.06e+07,1.051,3.089,1.980,0
1026,3216,2.00,6.28,5.62e+06,5.69e+07,1.051,3.697,1.993,1
883,2810,1.72,5.49,6.40e+07,9.12e+07,1.000,3.697,2.059,1
865,2384,1.69,4.66,6.47e+07,5.16e+07,1.000,2.976,2.058,0
708,2063,1.38,4.03,3.58e+07,5.51e+07,1.051,2.976,2.043,0
1434,2439,2.80,4.76,5.48e+07,3.74e+07,1.151,2.976,2.064,1
806,2935,1.57,5.73,3.47e+06,7.05e+07,1.151,2.976,2.028,1
0,2112,0.00,4.12,0.00e+00,9.33e+07,1.449,3.079,2.041,1
548,2022,1.07,3.95,2.76e+08,1.25e+08,1.674,3.262,2.094,1
1362,2956,2.66,5.77,4.91e+08,8.47e+07,1.113,3.262,2.096,0
2548,3710,4.98,7.25,8.42e+07,8.69e+07,1.113,3.697,2.028,1
3224,3746,6.30,7.32,5.55e+07,7.49e+07,1.051,3.697,1.975,1
3019,3688,5.90,7.20,4.86e+07,7.26e+07,0.813,3.697,1.965,1
3071,3793,6.00,7.41,5.03e+07,7.68e+07,0.813,3.697,1.970,0
2804,3774,5.48,7.37,4.19e+07,7.60e+07,1.039,3.697,1.972,0
2748,3650,5.37,7.13,4.03e+07,7.11e+07,1.051,3.697,1.977,1
1640,3274,3.20,6.39,1.44e+07,5.72e+07,1.120,2.976,1.978,0
868,2194,1.70,4.29,8.51e+07,6.70e+07,1.120,3.599,2.020,1
2168,2499,4.23,4.88,1.04e+08,6.47e+07,1.039,3.697,1.993,0
2808,3597,5.48,7.03,4.21e+07,6.90e+07,1.039,3.697,1.965,1
2859,3730,5.58,7.29,4.36e+07,7.42e+07,1.051,3.697,2.010,0
3129,3812,6.11,7.45,5.22e+07,7.75e+07,1.108,3.697,2.005,1
3100,3816,6.05,7.45,5.13e+07,7.77e+07,1.120,3.697,1.973,0
2948,3637,5.76,7.10,4.64e+07,7.06e+07,1.100,3.697,1.968,1
2650,3222,5.18,6.29,3.75e+07,5.54e+07,1.100,3.697,1.964,1
1621,3160,3.17,6.17,1.40e+07,5.33e+07,1.039,3.697,1.961,0
912,2560,1.78,5.00,2.80e+07,7.35e+07,1.039,3.697,1.987,1
1666,2734,3.25,5.34,1.08e+08,8.69e+07,1.082,3.219,2.040,0
1200,2794,2.34,5.46,7.69e+06,7.43e+07,1.082,3.180,2.034,0
1765,2744,3.45,5.36,8.95e+07,9.76e+07,1.151,2.976,2.029,1
3210,3588,6.27,7.01,1.19e+08,6.87e+07,1.039,3.697,2.010,0
1883,3697,3.68,7.22,1.89e+07,7.29e+07,1.039,3.697,1.980,0
438,2890,0.86,5.64,1.03e+06,7.16e+07,1.151,3.697,1.987,0
0,1924,0.00,3.76,0.00e+00,1.11e+08,1.670,3.219,2.007,1
924,2037,1.80,3.98,4.91e+08,9.16e+07,1.120,3.219,2.096,0
2333,2862,4.56,5.59,3.81e+08,6.06e+07,1.051,3.697,2.045,0
2790,3615,5.45,7.06,4.15e+07,6.97e+07,1.000,3.697,1.976,1
2801,3664,5.47,7.16,4.19e+07,7.16e+07,1.000,3.089,1.983,0
2218,3291,4.33,6.43,3.40e+07,8.58e+07,1.100,3.027,2.026,1
